good, fine, 0.5533742370718266
good, decent, 0.5241831224515618
good, nice, 0.5148973645520294
good, pleasant, 0.51288375479493
good, great, 0.4966711956663692
good, certainly, 0.48676480089052654
good, plus, 0.47565427913149194
good, okay, 0.47419901851650237
good, brilliant, 0.4735903819570244
good, excellent, 0.464255463099833
bad, incoherent, 0.462299702228546
bad, point, 0.45538568009971614
bad, problem, 0.4521615175589708
bad, hating, 0.4509914463823175
bad, filth, 0.44281487590748325
bad, scripting, 0.4376166233933383
bad, flick, 0.4373080544595527
bad, unlikable, 0.43510805511950723
bad, hammy, 0.4337179517947656
bad, stupid, 0.43281178366953554
scary, creepy, 0.5694161207567999
scary, eerie, 0.5113934122388105
scary, frightening, 0.4999723792920515
scary, dead, 0.49278272548278523
scary, hollow, 0.4743074882139666
scary, ugly, 0.468402883861174
scary, menacing, 0.462628704807138
scary, grisly, 0.4572222379102985
scary, sorority, 0.4555540078744972
scary, harmless, 0.4480742119322336
funny, likeable, 0.5283272169999262
funny, slapstick, 0.5029285125301663
funny, fun, 0.4891190957573649
funny, crass, 0.4830621295682733
funny, remotely, 0.4705702294056955
funny, humor, 0.4699583688738652
funny, comical, 0.45832147993114525
funny, pathetic, 0.4569160251430552
funny, jokes, 0.4550455354135359
funny, sight, 0.45026027837361626
